,[] -  / Time ,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20
27,XOLAIR (J2357) - Dose USD ,"$58,001,849.96 ","$55,388,652.81 ","$66,121,986.75 ","$62,345,860.81 ","$60,302,987.21 ","$62,154,622.79 ","$52,338,098.16 ","$76,433,189.19 ","$61,380,308.96 ","$56,923,278.22 ","$73,310,395.13 ","$60,996,877.51 ","$57,423,008.18 ","$57,961,866.27 ","$76,089,271.24 ","$60,139,389.60 ","$76,867,520.53 ","$62,477,429.64 ","$63,474,536.81 ","$82,733,710.99 ","$69,307,543.61 ","$65,536,117.44 ","$82,575,315.10 ","$69,956,692.14 ","$75,569,743.90 ","$70,332,286.77 ","$74,837,142.04 ",$0.00 ,$0.00 ,$0.00 ,"$75,089,859.40 ","$99,756,692.65 ","$85,594,197.28 ",$0.00 ,$0.00 ,$0.00 ,"$99,842,548.14 ","$92,187,751.41 ","$90,742,218.11 ","$93,087,797.53 ","$109,430,539.01 ","$91,274,719.90 ","$99,979,249.01 ","$103,885,073.86 ","$96,360,671.57 ","$132,692,813.03 ","$105,787,421.61 ","$112,580,562.34 ","$124,109,005.56 ","$109,020,179.67 ","$120,235,198.68 ","$144,764,835.98 ","$111,706,374.61 ","$103,309,046.13 ","$136,666,102.78 ","$114,149,480.39 ","$155,362,225.27 ","$135,304,387.82 ","$114,928,545.17 ","$152,527,401.12 ","$104,489,334.28 ","$124,867,276.13 ","$154,493,935.17 ","$133,102,413.12 ","$133,824,968.32 ","$162,837,898.55 ","$135,540,176.47 ","$130,660,264.80 ","$171,968,891.89 ","$170,608,955.22 ","$126,474,247.66 ","$167,136,870.62 ","$154,551,759.03 ","$121,664,988.97 ","$150,463,924.46 ","$143,263,643.84 ","$152,415,948.69 ","$159,565,187.62 ","$154,489,156.70 ","$161,333,812.32 ","$175,423,711.20 ","$145,630,633.70 ","$186,440,748.21 ","$171,762,891.78 ","$141,439,311.54 ","$155,331,669.92 ","$197,637,938.57 ","$138,445,540.57 ","$185,994,115.33 ","$149,624,475.90 ","$132,670,231.38 ","$219,389,935.48 ","$154,304,723.78 ","$161,484,066.88 ","$210,276,379.91 ","$182,273,217.32 ","$201,549,575.08 ","$155,709,366.49 ","$95,987,702.85 "
28,XOPENEX (J7612) - Dose Units ,"4,315","4,897","3,893","2,678","2,109","1,674","1,582","3,034","3,879","3,761","4,883","4,552","4,896","5,014","5,304","3,364","4,446","2,810","1,873","1,622","1,384","1,926","2,295","2,771","3,297","3,603","2,863","2,598","2,415","1,200",830,"1,240","1,741","2,268","2,585","1,173","1,767","4,156","1,372",804,"1,080",579,923,"1,095","1,372","3,640","1,609",830,618,593,446,842,117,250,196,197,565,553,989,"1,238","1,187",829,605,487,605,354,315,433,566,473,777,777,975,593,764,724,407,196,39,,,39,117,157,118,158,39,197,196,39,197,,39,78,79,156,236,39,39
29,XOPENEX (J7612) - Dose USD ,"$84,822.11 ","$85,795.44 ","$68,283.22 ","$51,129.72 ","$42,802.16 ","$32,197.72 ","$30,394.18 ","$59,067.43 ","$72,721.55 ","$66,184.20 ","$72,707.87 ","$68,389.25 ","$82,634.69 ","$82,901.48 ","$84,333.60 ","$55,458.90 ","$80,205.84 ","$53,916.88 ","$34,369.55 ","$32,605.44 ","$35,451.16 ","$57,905.19 ","$69,120.81 ","$80,379.78 ","$91,109.30 ","$88,840.97 ","$59,657.76 ","$38,898.56 ","$31,235.61 ","$15,351.00 ","$10,310.68 ","$15,351.20 ","$22,615.59 ","$31,634.06 ","$39,989.95 ","$19,697.60 ","$32,516.33 ","$93,967.16 ","$32,132.24 ","$19,147.26 ","$25,151.04 ","$13,115.80 ","$19,707.90 ","$19,498.23 ","$20,322.75 ","$49,605.92 ","$20,096.41 ","$10,103.18 ","$7,523.53 ","$7,554.82 ","$5,803.58 ","$11,407.42 ","$1,592.37 ","$3,330.00 ","$2,815.05 ","$3,157.91 ","$9,908.97 ","$10,193.17 ","$20,457.47 ","$28,481.43 ","$30,550.41 ","$20,443.14 ","$15,446.86 ","$13,642.48 ","$18,183.28 ","$10,682.30 ","$8,375.06 ","$11,565.43 ","$15,706.50 ","$12,140.73 ","$20,369.06 ","$23,569.52 ","$33,981.19 ","$21,631.16 ","$28,390.24 ","$29,312.30 ","$16,787.37 ","$7,839.02 ","$1,643.85 ",,,"$1,923.48 ","$5,021.24 ","$5,416.50 ","$4,335.91 ","$6,216.51 ","$1,367.73 ","$6,801.43 ","$8,794.52 ","$2,332.59 ","$10,463.66 ",,"$1,783.08 ","$3,786.51 ","$4,135.65 ","$5,279.04 ","$9,160.93 ","$1,682.07 ","$1,590.03 "
30,XOPENEX (J7614) - Dose Units ,"18,069","18,464","17,711","9,476","9,898","10,413","7,192","11,204","13,462","13,437","18,834","21,080","21,171","18,109","21,276","13,581","17,949","11,284","9,609","12,709","15,311","16,697","24,008","22,571","29,777","19,666","17,911","14,716","15,733","10,136","9,833","13,672","13,713","16,973","13,951","9,146","14,110","11,285","11,694","9,331","9,290","5,966","5,778","5,107","6,757","7,693","8,473","10,809","13,595","9,133","7,073","8,300","5,133","4,328","3,218","3,312","5,845","4,393","4,566","7,271","5,304","4,578","3,442","3,562","2,362","1,939",817,"1,278","2,822","2,243","2,335","3,681","3,154","3,114","2,809","2,190","2,124","2,334","1,068","1,423","1,411","1,754","3,284","2,255","2,784","2,704","3,971","2,506","2,519","1,755","1,278","1,517","1,159","1,410","2,164","1,886","1,635","1,438",976
31,XOPENEX (J7614) - Dose USD ,"$979,990.28 ","$1,262,457.54 ","$1,208,421.53 ","$695,656.85 ","$732,996.39 ","$839,981.31 ","$645,589.88 ","$1,103,280.29 ","$1,405,735.70 ","$1,408,667.90 ","$1,996,667.68 ","$2,135,931.00 ","$1,968,955.93 ","$1,477,603.86 ","$1,651,996.30 ","$1,088,408.50 ","$1,447,705.31 ","$941,142.02 ","$869,590.48 ","$1,246,092.03 ","$1,567,157.41 ","$1,675,168.27 ","$2,380,921.38 ","$2,158,464.73 ","$2,585,536.91 ","$1,481,783.94 ","$1,267,427.14 ","$1,051,494.99 ","$1,189,949.72 ","$854,515.48 ","$1,006,948.37 ","$1,528,748.35 ","$1,601,541.27 ","$2,050,609.97 ","$1,617,339.43 ","$985,161.39 ","$1,152,109.72 ","$746,023.14 ","$651,414.27 ","$427,173.18 ","$347,483.16 ","$210,763.87 ","$183,081.71 ","$175,821.24 ","$244,738.54 ","$291,349.30 ","$307,802.91 ","$352,373.40 ","$452,604.74 ","$290,064.08 ","$208,671.18 ","$205,773.60 ","$133,368.17 ","$114,410.68 ","$95,117.64 ","$107,217.72 ","$184,246.09 ","$144,310.05 ","$151,157.43 ","$241,455.37 ","$172,419.78 ","$142,948.05 ","$123,450.77 ","$137,911.74 ","$99,741.36 ","$91,842.67 ","$48,117.22 ","$83,280.87 ","$202,185.01 ","$167,260.51 ","$167,215.19 ","$251,522.73 ","$202,668.16 ","$211,876.56 ","$214,242.43 ","$242,564.40 ","$277,468.74 ","$312,896.04 ","$159,924.99 ","$204,149.27 ","$200,605.40 ","$207,713.07 ","$320,912.48 ","$216,333.43 ","$241,052.64 ","$231,029.76 ","$344,857.52 ","$207,014.40 ","$194,018.42 ","$136,411.76 ","$121,109.67 ","$158,250.41 ","$136,234.66 ","$199,906.28 ","$355,099.42 ","$329,196.59 ","$392,995.14 ","$339,946.80 ","$230,999.68 "
32,XTANDI (JE93X) - Dose Units ,,,,,,,,396,"1,769","2,140","3,102","2,861","3,177","3,322","4,184","3,541","4,575","3,699","3,660","4,426","4,120","4,617","5,757","4,519","5,861","4,862","5,157","5,064","6,203","5,108","5,150","6,766","5,531","7,074","5,595","5,702","7,202","6,239","6,540","5,962","7,912","6,394","7,893","6,873","6,308","7,821","6,994","6,336","7,952","6,637","7,101","7,939","7,276","8,179","9,544","8,351","9,753","8,343","8,131","10,622","8,493","8,327","10,371","8,389","9,036","10,871","8,914","8,806","11,293","9,003","9,495","11,590","9,434","9,517","11,891","9,771","10,149","12,600","9,971","12,877","10,164","10,337","13,210","11,119","10,643","10,553","12,789","10,760","13,915","11,454","11,276","15,112","12,176","13,028","17,048","12,957","17,044","15,394","10,704"
33,XTANDI (JE93X) - Dose USD ,,,,,,,,"$3,080,008.80 ","$13,758,928.20 ","$16,644,492.00 ","$24,126,735.60 ","$22,252,285.80 ","$24,710,070.60 ","$25,837,851.60 ","$32,542,315.20 ","$27,541,189.80 ","$35,583,435.00 ","$28,770,082.20 ","$28,466,748.00 ","$34,424,542.80 ","$33,967,216.40 ","$38,064,717.99 ","$47,463,413.79 ","$37,256,759.93 ","$48,320,838.67 ","$40,084,613.14 ","$42,516,731.79 ","$41,749,996.08 ","$51,140,447.41 ","$42,112,752.76 ","$49,315,473.00 ","$64,789,998.12 ","$52,963,860.42 ","$67,739,350.68 ","$53,576,712.90 ","$54,601,325.64 ","$68,965,055.64 ","$59,743,540.98 ","$62,625,862.80 ","$63,302,131.20 ","$84,006,451.20 ","$67,888,934.40 ","$83,799,981.00 ","$72,970,641.00 ","$66,972,036.00 ","$83,035,557.00 ","$74,255,298.00 ","$67,269,312.00 ","$84,426,384.00 ","$70,465,029.00 ","$75,391,317.00 ","$84,288,363.00 ","$77,249,292.00 ","$86,836,443.00 ","$101,328,648.00 ","$88,662,567.00 ","$103,547,601.00 ","$88,577,631.00 ","$86,326,827.00 ","$112,773,774.00 ","$90,170,181.00 ","$88,407,759.00 ","$110,108,907.00 ","$89,066,013.00 ","$95,935,212.00 ","$115,417,407.00 ","$94,639,938.00 ","$93,493,302.00 ","$119,897,781.00 ","$95,584,851.00 ","$100,808,415.00 ","$123,051,030.00 ","$100,160,778.00 ","$101,041,989.00 ","$126,246,747.00 ","$103,738,707.00 ","$107,751,933.00 ","$133,774,200.00 ","$105,862,107.00 ","$136,715,109.00 ","$107,911,188.00 ","$109,747,929.00 ","$140,250,570.00 ","$118,050,423.00 ","$112,996,731.00 ","$112,041,201.00 ","$135,780,813.00 ","$114,238,920.00 ","$147,735,555.00 ","$121,607,118.00 ","$119,717,292.00 ","$160,444,104.00 ","$129,272,592.00 ","$138,318,276.00 ","$180,998,616.00 ","$137,564,469.00 ","$180,956,148.00 ","$163,438,098.00 ","$113,644,368.00 "
34,XYNTHA (J7185) - Dose Units ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,XYNTHA (J7185) - Dose USD ,$0.00 ,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00 ,,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,,,,,,,,,,$0.00 ,,,,,,,,,$0.00 ,,,,,,,,,$0.00 ,,$0.00 ,,,,,,,,,,,,,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,
36,XYREM MONITOR (J9499X) - Dose Units ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,368","25,935","21,641","22,174","21,319","20,316","25,873","19,671","20,785","23,289","17,620","18,911","24,129","19,799","17,716","23,762","19,325","24,516","18,316","17,252","22,382","17,689","19,038","24,282","19,475","20,159","23,617","20,102","19,551","25,308","21,603","19,893","25,973","19,684","20,311","27,132","23,484","22,477","26,543","19,970","27,470","24,684","24,785","30,905","24,031","24,309","24,575","31,244","25,201","31,491","25,231","25,392","32,371","26,024","26,677","33,861","29,304","36,363","27,609","19,634"
37,XYREM MONITOR (J9499X) - Dose USD ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,YERVOY (J9228) - Dose Units ,592,671,696,633,711,791,910,276,632,633,672,"1,147","1,661","1,305","1,700",791,"1,740",830,"1,582","2,137",989,"1,424","1,027",802,"1,488","1,662","1,741","1,662","2,453","1,979","2,225","3,706","2,127","2,833","2,235","2,424","2,639","1,596","2,667","2,215","2,295","2,509","3,069","2,438","2,130","2,715","2,465","2,238","2,898","2,283","2,146","2,802","2,438","2,209","2,802","2,463","3,167","2,417","2,718","3,395","2,492","2,672","3,620","2,752","2,758","3,494","2,878","2,885","3,521","2,868","3,039","3,570","2,860","2,592","3,619","2,840","2,793","3,593","2,772","3,590","2,891","2,744","3,409","2,868","2,723","2,610","3,472","2,830","3,414","2,804","2,932","3,736","3,002","2,856","3,295","1,944","2,537","2,643","2,304"
39,YERVOY (J9228) - Dose USD ,"$18,507,400.00 ","$20,977,137.50 ","$21,758,700.00 ","$19,789,162.50 ","$22,227,637.50 ","$24,728,637.50 ","$28,448,875.00 ","$8,628,450.00 ","$19,757,900.00 ","$19,789,162.50 ","$21,008,400.00 ","$35,858,087.50 ","$51,927,012.50 ","$40,797,562.50 ","$53,146,250.00 ","$24,728,637.50 ","$54,396,750.00 ","$25,947,875.00 ","$49,457,275.00 ","$66,807,962.50 ","$30,918,612.50 ","$44,517,800.00 ","$32,106,587.50 ","$25,072,525.00 ","$46,518,600.00 ","$51,958,275.00 ","$54,428,012.50 ","$51,958,275.00 ","$76,686,912.50 ","$61,868,487.50 ","$69,559,062.50 ","$115,858,825.00 ","$66,495,337.50 ","$88,566,662.50 ","$69,871,687.50 ","$75,780,300.00 ","$82,501,737.50 ","$49,894,950.00 ","$83,377,087.50 ","$69,246,437.50 ","$71,747,437.50 ","$78,437,612.50 ","$95,944,612.50 ","$76,217,975.00 ","$66,589,125.00 ","$84,877,687.50 ","$77,062,062.50 ","$69,965,475.00 ","$90,598,725.00 ","$71,372,287.50 ","$67,089,325.00 ","$87,597,525.00 ","$76,217,975.00 ","$69,058,862.50 ","$87,597,525.00 ","$76,999,537.50 ","$99,008,337.50 ","$75,561,462.50 ","$84,971,475.00 ","$106,136,187.50 ","$77,906,150.00 ","$83,533,400.00 ","$113,170,250.00 ","$86,034,400.00 ","$86,221,975.00 ","$109,231,175.00 ","$89,973,475.00 ","$90,192,312.50 ","$110,075,262.50 ","$89,660,850.00 ","$95,006,737.50 ","$111,607,125.00 ","$89,410,750.00 ","$81,032,400.00 ","$113,138,987.50 ","$88,785,500.00 ","$87,316,162.50 ","$112,326,162.50 ","$86,659,650.00 ","$112,232,375.00 ","$90,379,887.50 ","$85,784,300.00 ","$106,573,862.50 ","$89,660,850.00 ","$85,127,787.50 ","$81,595,125.00 ","$108,543,400.00 ","$88,472,875.00 ","$106,730,175.00 ","$87,660,050.00 ","$91,661,650.00 ","$116,796,700.00 ","$93,850,025.00 ","$89,285,700.00 ","$103,009,937.50 ","$60,774,300.00 ","$79,312,962.50 ","$82,626,787.50 ","$72,028,800.00 "
0,VASOSTRICT (M42023) - Dose Units ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"180,212","186,215","218,516","203,447","173,851","230,767","164,611","169,129","233,197","190,513","222,103","169,700","203,657","254,360","193,267","203,660","223,261","291,868","209,707","273,569","219,188","207,745","271,584","227,209","269,107","266,809","197,525","250,995","207,636","135,535"
1,VASOSTRICT (M42023) - Dose USD ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$36,589,793.95 ","$38,231,336.11 ","$41,192,888.19 ","$41,282,448.01 ","$35,556,006.52 ","$45,773,557.52 ","$33,828,795.08 ","$29,723,998.93 ","$46,967,274.98 ","$38,010,201.20 ","$40,599,539.99 ","$31,454,319.25 ","$37,548,750.23 ","$44,993,740.40 ","$36,253,507.03 ","$36,295,776.05 ","$42,327,494.84 ","$53,140,990.50 ","$39,000,783.59 ","$55,353,404.32 ","$38,868,060.07 ","$38,121,726.86 ","$53,119,114.56 ","$41,605,944.06 ","$49,735,010.21 ","$47,001,740.46 ",,,,
2,VECTIBIX (J9303) - Dose Units ,"1,266",879,"1,161",842,534,"1,561",677,"1,117",846,702,"1,124","1,039",986,930,"1,634",984,"1,325",883,957,"1,284","1,284","1,319","1,207","1,011","1,858","1,257",929,"1,306","1,757","1,532","1,088","1,701","1,645","2,957","1,519","1,239","1,716","1,882","2,595","1,645","1,645","2,977","2,165","1,615","1,908","2,919","2,085","1,853","4,032","2,100","1,518","2,118","3,389","1,694","1,779","2,180","4,026","3,433","2,649","1,858","1,093","2,608","2,608","2,366","2,366","2,028","2,688","1,008","3,808","2,242","1,345","4,483","1,756","2,257","2,006","2,044","2,044","4,683","4,723","3,542","2,952","7,686","7,686","3,074","3,402","9,071","10,205","14,789","8,873","5,916","2,558","5,117","7,675","8,650","4,685",,"10,029",,"3,343"
3,VECTIBIX (J9303) - Dose USD ,"$8,453,723.88 ","$7,954,088.76 ","$12,343,254.22 ","$9,409,619.83 ","$5,692,461.01 ","$16,784,523.14 ","$7,701,859.14 ","$12,868,057.02 ","$9,238,663.99 ","$7,197,486.73 ","$11,454,230.89 ","$10,105,697.05 ","$8,858,914.97 ","$8,008,286.93 ","$13,932,376.35 ","$8,395,920.82 ","$11,564,345.05 ","$7,934,716.60 ","$8,658,878.50 ","$11,554,537.87 ","$11,536,477.54 ","$11,939,102.46 ","$10,767,589.39 ","$9,087,462.45 ","$16,586,839.46 ","$10,974,561.83 ","$8,161,051.99 ","$11,506,178.81 ","$15,159,128.79 ","$12,619,600.69 ","$8,706,764.09 ","$13,452,625.83 ","$13,158,814.79 ","$23,746,732.45 ","$12,085,085.60 ","$9,791,169.87 ","$13,598,333.76 ","$14,695,583.81 ","$19,852,347.85 ","$11,854,525.18 ","$11,899,074.37 ","$22,415,318.60 ","$16,789,829.42 ","$13,188,371.96 ","$15,708,059.99 ","$24,699,452.40 ","$17,778,467.34 ","$15,408,366.80 ","$32,264,616.60 ","$16,008,905.91 ","$11,456,147.12 ","$15,896,413.10 ","$25,036,799.37 ","$12,795,527.47 ","$13,733,917.94 ","$17,514,975.12 ","$32,703,212.23 ","$29,012,500.76 ","$22,950,168.43 ","$15,978,464.21 ","$9,534,736.68 ","$23,189,636.22 ","$23,193,444.42 ","$20,681,281.20 ","$20,379,251.77 ","$17,201,339.09 ","$22,319,196.02 ","$8,336,346.93 ","$31,102,107.54 ","$17,891,829.41 ","$10,566,781.78 ","$37,026,184.61 ","$18,281,198.98 ","$23,524,842.97 ","$20,376,229.69 ","$18,288,906.81 ","$18,534,937.03 ","$39,440,566.95 ","$34,991,041.35 ","$23,484,835.71 ","$17,594,677.06 ","$40,578,063.07 ","$33,814,264.28 ","$11,602,210.25 ","$12,178,210.38 ","$28,620,622.51 ","$34,271,508.79 ","$55,561,565.51 ","$37,174,380.43 ","$24,408,897.20 ","$11,382,873.03 ","$25,624,703.92 ","$39,326,134.98 ","$47,676,187.64 ","$25,290,797.73 ",,"$62,065,785.81 ",,"$15,655,116.81 "
4,VELCADE (J9041) - Dose Units ,"14,767","16,128","19,188","17,118","16,325","22,489","20,510","24,798","19,797","18,173","23,730","20,286","17,275","17,567","23,638","17,342","20,800","14,954","12,669","16,458","14,808","16,101","19,244","17,990","21,317","18,147","19,917","18,042","21,540","17,765","19,099","23,243","19,969","24,509","12,578","7,073","11,112","11,007","11,245","8,948","12,419","9,502","8,803","7,668","6,493","8,537","6,677","5,991","5,529","3,456","4,261","6,610","5,939","5,041","7,153","8,526","12,960","10,506","8,750","10,372","5,529","7,825","9,845","8,539","8,961","10,150","6,189","5,121","7,021","5,014","4,949","6,717","4,539","4,262","3,442","2,824","2,677","3,561","1,965","2,744","4,367","4,262","2,743","3,193","3,378","3,458","4,393","3,325","3,390","2,453","1,741","2,415","1,807","3,378","3,166","2,639","3,536","4,645","2,216"
5,VELCADE (J9041) - Dose USD ,"$33,205,406.98 ","$37,627,712.64 ","$46,316,990.26 ","$42,690,665.79 ","$41,655,767.88 ","$58,293,824.61 ","$54,013,185.50 ","$66,378,192.81 ","$53,254,474.42 ","$48,988,092.88 ","$63,944,186.88 ","$54,534,498.80 ","$46,347,788.50 ","$47,122,597.39 ","$64,042,717.06 ","$47,358,617.48 ","$57,156,361.60 ","$41,464,675.51 ","$35,432,911.31 ","$46,545,001.46 ","$42,069,453.96 ","$45,768,058.56 ","$54,751,989.62 ","$50,664,427.45 ","$59,868,962.90 ","$51,170,955.97 ","$56,520,860.94 ","$51,386,861.76 ","$61,534,050.36 ","$50,687,273.87 ","$54,392,660.91 ","$66,201,828.26 ","$57,618,352.91 ","$71,470,302.76 ","$37,539,386.90 ","$22,063,515.49 ","$36,263,388.62 ","$37,309,986.52 ","$39,136,535.75 ","$32,353,305.97 ","$46,679,941.09 ","$36,400,118.12 ","$33,444,287.18 ","$28,055,544.21 ","$22,749,328.66 ","$27,832,959.14 ","$20,227,269.75 ","$16,728,789.12 ","$14,200,573.02 ","$8,641,062.72 ","$10,522,582.11 ","$16,174,841.20 ","$14,475,792.84 ","$12,284,513.72 ","$17,175,039.69 ","$20,409,665.84 ","$31,296,715.20 ","$25,819,545.60 ","$21,874,299.13 ","$26,170,837.84 ","$13,752,875.51 ","$18,651,024.44 ","$22,267,164.05 ","$18,339,530.51 ","$17,925,248.36 ","$18,273,937.19 ","$10,404,513.57 ","$8,772,797.39 ","$12,446,463.71 ","$9,141,061.01 ","$9,522,024.47 ","$14,006,207.80 ","$10,369,061.36 ","$10,164,997.86 ","$8,383,975.41 ","$6,856,615.52 ","$6,381,773.65 ","$8,066,783.15 ","$4,206,740.78 ","$5,577,405.01 ","$8,554,134.19 ","$8,222,719.22 ","$5,065,212.83 ","$5,894,477.56 ","$6,257,778.44 ","$6,568,583.04 ","$8,576,330.46 ","$6,546,459.17 ","$7,143,109.68 ","$5,349,520.80 ","$3,991,503.65 ","$5,356,373.40 ","$3,934,141.67 ","$7,930,175.91 ","$7,333,393.14 ","$6,054,519.15 ","$7,711,322.59 ","$9,864,051.86 ","$4,559,922.37 "
6,VENOFER (J1756) - Dose Units ,"121,846","92,568","109,754","128,962","119,379","159,266","158,291","170,567","101,346","119,220","169,709","157,341","132,605","136,816","181,892","125,699","157,116","15,179","14,624","19,996","17,699","18,703","21,963","19,428","22,253","18,769","23,032","20,604","25,039","17,608","22,439","28,986","24,036","28,972","18,017","10,519","15,799","18,716","17,805","13,001","19,283","15,482","19,164","14,862","12,842","14,874","11,390","13,133","13,753","10,822","10,651","17,065","13,912","11,866","15,284","14,532","17,910","16,775","11,548","17,648","7,720","11,205","12,972","10,809","12,261","12,446","10,624","10,928","12,710","9,344","8,433","12,168","6,558","8,447","11,323","9,925","11,020","11,785","9,120","14,030","11,417","12,009","20,009","14,281","10,651","11,310","19,811","16,314","24,101","18,874","21,303","26,134","17,157","37,209","34,253","14,149","38,688","35,083","11,509"
7,VENOFER (J1756) - Dose USD ,"$66,221,777.93 ","$48,884,697.96 ","$57,114,664.55 ","$67,837,558.46 ","$64,006,841.54 ","$85,902,665.36 ","$86,038,677.32 ","$94,190,508.74 ","$56,883,482.88 ","$67,799,817.90 ","$97,157,723.66 ","$91,869,836.49 ","$79,502,996.24 ","$84,042,306.36 ","$115,832,099.66 ","$83,595,491.46 ","$109,838,852.90 ","$11,011,833.24 ","$10,959,920.24 ","$15,341,051.18 ","$13,924,511.26 ","$15,075,225.85 ","$17,823,633.39 ","$16,070,695.89 ","$18,192,094.54 ","$15,490,524.93 ","$19,190,319.98 ","$17,146,494.27 ","$20,982,081.06 ","$14,832,406.94 ","$19,039,828.09 ","$24,938,626.85 ","$20,825,872.02 ","$25,303,507.42 ","$15,009,467.23 ","$7,832,815.57 ","$10,259,586.22 ","$10,505,197.22 ","$8,603,821.13 ","$5,336,975.51 ","$6,451,050.52 ","$5,137,624.29 ","$6,483,334.51 ","$5,166,365.60 ","$4,346,663.85 ","$4,850,113.92 ","$3,703,430.03 ","$4,232,339.08 ","$4,418,838.90 ","$3,270,733.06 ","$3,189,362.07 ","$5,113,015.30 ","$4,277,696.54 ","$3,664,309.80 ","$4,763,411.44 ","$4,518,144.12 ","$5,607,871.74 ","$5,240,174.50 ","$3,596,942.17 ","$5,704,186.56 ","$2,497,555.10 ","$3,738,072.04 ","$4,377,738.67 ","$3,623,203.82 ","$3,871,257.49 ","$3,916,681.52 ","$3,652,079.68 ","$3,649,788.08 ","$4,193,969.54 ","$3,270,470.08 ","$3,680,625.02 ","$6,561,131.62 ","$1,951,005.00 ","$2,512,982.50 ","$3,368,592.50 ","$2,915,468.75 ","$3,237,125.00 ","$3,461,843.75 ","$2,667,600.00 ","$4,103,775.00 ","$3,339,472.50 ","$3,467,598.75 ","$5,777,598.75 ","$4,123,638.75 ","$3,128,731.25 ","$3,322,312.50 ","$5,819,481.25 ","$4,690,275.00 ","$6,929,037.50 ","$5,426,275.00 ","$6,177,870.00 ","$7,578,860.00 ","$4,975,530.00 ","$10,883,632.50 ","$10,019,002.50 ","$4,138,582.50 ","$10,203,960.00 ","$9,253,141.25 ","$3,035,498.75 "
8,VERTEPORFIN INJECTION (J3395) - Dose Units ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,VERTEPORFIN INJECTION (J3395) - Dose USD ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,VFEND IV (J3465) - Dose Units ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
